,,,,,,,"United States Senator - DEM (Vote For=1)","United States Senator - DEM (Vote For=1)","Representative to the 120th United States Congress - District 3 - DEM (Vote For=1)","Representative to the 120th United States Congress - District 3 - DEM (Vote For=1)","Governor - DEM (Vote For=1)","Governor - DEM (Vote For=1)","Secretary of State - DEM (Vote For=1)","Secretary of State - DEM (Vote For=1)","State Treasurer - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","State Board of Education Member - Congressional District 3 - DEM (Vote For=1)","State Representative - District 59 - DEM (Vote For=1)","La Plata County Commissioner District 1 - DEM (Vote For=1)","La Plata County Treasurer - DEM (Vote For=1)","La Plata County Assessor - DEM (Vote For=1)","La Plata County Sheriff - DEM (Vote For=1)","La Plata County Coroner - DEM (Vote For=1)","Secretary of State (Vote For=1)","Secretary of State (Vote For=1)","United States Senator - REP (Vote For=1)","Representative to the 120th United States Congress - District 3 - REP (Vote For=1)","Representative to the 120th United States Congress - District 3 - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Secretary of State - REP (Vote For=1)","State Treasurer - REP (Vote For=1)","Attorney General - REP (Vote For=1)","Attorney General - REP (Vote For=1)","State Board of Education Member - Congressional District 3 - REP (Vote For=1)","State Representative - District 59 - REP (Vote For=1)","La Plata County Surveyor - REP (Vote For=1)","La Plata County Coroner - REP (Vote For=1)","Governor - UNI (Vote For=1)","Governor - UNI (Vote For=1)","City of Durango Ballot Issue 2A (Vote For=1)","City of Durango Ballot Issue 2A (Vote For=1)"
,,,,,,,"Julie Gonzales","John Hickenlooper","Alex Kelloff","Dwayne L. Romero","Phil Weiser","Michael Bennet","Amanda Gonzalez","Jessie Danielson","Jeff Bridges","Jena Griswold","David Seligman","Michael Dougherty","Hetal Doshi","Barb Clementi","Katie Stewart","Elizabeth Philbrick","Miles Walsh","Carrie Woodson","Sean Smith","Trever Nyx","Sean Vadney","Alex Astley","Mark Baisley","Ron Hanks","Jeff Hurd","Scott Bottoms","Victor Marx","Barb Kirkmeyer","Write-in","Kelvin ""K-Man"" Wimberly","James Wiley","Kevin Grantham","Michael J. Allen","David Willson","Sherri M Wright","Naomi Riess","Daryl Z Crites","Cathy Lynn Seibel","Paul Noël Fiorino","Jeff Peckman","FOR THE ORDINANCE","AGAINST THE ORDINANCE"
"CvrNumber","TabulatorNum","BatchId","RecordId","ImprintedId","PrecinctPortion","BallotType","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","LBR","LBR","REP","REP","REP","REP","REP","REP",,,"REP","REP","REP","REP","REP","REP","REP","REP","UNI","UNI",,
11162,103,124,21,"103-124-21","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11163,103,124,5,"103-124-5","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11164,103,124,42,"103-124-42","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11165,103,124,22,"103-124-22","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11166,103,124,11,"103-124-11","101 (101)","01-DEM",0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11167,103,124,45,"103-124-45","101 (101)","01-DEM",0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11168,103,124,23,"103-124-23","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11169,103,124,9,"103-124-9","101 (101)","01-DEM",1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
11170,103,124,43,"103-124-43","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11171,103,124,24,"103-124-24","101 (101)","01-DEM",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
11172,103,124,8,"103-124-8","101 (101)","01-DEM",1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11173,103,124,48,"103-124-48","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11174,103,124,25,"103-124-25","101 (101)","01-DEM",0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11175,103,124,44,"103-124-44","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11176,103,124,26,"103-124-26","101 (101)","01-DEM",1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11177,103,124,15,"103-124-15","101 (101)","01-DEM",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11178,103,124,49,"103-124-49","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11179,103,124,27,"103-124-27","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11180,103,124,4,"103-124-4","101 (101)","01-DEM",1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11181,103,124,50,"103-124-50","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11182,103,124,28,"103-124-28","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11183,103,124,6,"103-124-6","101 (101)","01-DEM",0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11184,103,124,29,"103-124-29","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11185,103,124,16,"103-124-16","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11186,103,124,30,"103-124-30","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11187,103,124,3,"103-124-3","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11188,103,124,14,"103-124-14","101 (101)","01-DEM",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11189,103,124,33,"103-124-33","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11190,103,124,2,"103-124-2","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11191,103,124,34,"103-124-34","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11192,103,124,17,"103-124-17","101 (101)","01-DEM",1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
11193,103,124,36,"103-124-36","101 (101)","01-DEM",1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11194,103,124,12,"103-124-12","101 (101)","01-DEM",0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11195,103,124,37,"103-124-37","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11196,103,124,7,"103-124-7","101 (101)","01-DEM",1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11197,103,124,38,"103-124-38","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11198,103,124,13,"103-124-13","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11199,103,124,1,"103-124-1","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11200,103,124,31,"103-124-31","101 (101)","01-DEM",1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11201,103,125,41,"103-125-41","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11202,103,125,40,"103-125-40","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11203,103,125,34,"103-125-34","101 (101)","01-DEM",1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11204,103,125,19,"103-125-19","101 (101)","01-DEM",1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11205,103,125,3,"103-125-3","101 (101)","01-DEM",1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11206,103,125,45,"103-125-45","101 (101)","01-DEM",0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11207,103,125,44,"103-125-44","101 (101)","01-DEM",0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
11208,103,125,36,"103-125-36","101 (101)","01-DEM",1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11209,103,125,20,"103-125-20","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11210,103,125,14,"103-125-14","101 (101)","01-DEM",1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11211,103,125,42,"103-125-42","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11212,103,125,21,"103-125-21","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11213,103,125,1,"103-125-1","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11214,103,125,38,"103-125-38","101 (101)","01-DEM",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11215,103,125,22,"103-125-22","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
11216,103,125,2,"103-125-2","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11217,103,125,43,"103-125-43","101 (101)","01-DEM",1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11218,103,125,23,"103-125-23","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11219,103,125,11,"103-125-11","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11220,103,125,46,"103-125-46","101 (101)","01-DEM",0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
11221,103,125,24,"103-125-24","101 (101)","01-DEM",0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11222,103,125,10,"103-125-10","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11223,103,125,49,"103-125-49","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11224,103,125,25,"103-125-25","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11225,103,125,17,"103-125-17","101 (101)","01-DEM",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11226,103,125,47,"103-125-47","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11227,103,125,26,"103-125-26","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11228,103,125,5,"103-125-5","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11229,103,125,48,"103-125-48","101 (101)","01-DEM",0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11230,103,125,27,"103-125-27","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11231,103,125,18,"103-125-18","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11232,103,125,28,"103-125-28","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11233,103,125,12,"103-125-12","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11234,103,125,29,"103-125-29","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11235,103,125,15,"103-125-15","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11236,103,125,30,"103-125-30","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11237,103,125,7,"103-125-7","101 (101)","01-DEM",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11238,103,125,31,"103-125-31","101 (101)","01-DEM",0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11239,103,125,16,"103-125-16","101 (101)","01-DEM",1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11240,103,125,32,"103-125-32","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11241,103,125,6,"103-125-6","101 (101)","01-DEM",1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11242,103,125,50,"103-125-50","101 (101)","01-DEM",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
11243,103,125,33,"103-125-33","101 (101)","01-DEM",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11244,103,125,13,"103-125-13","101 (101)","01-DEM",1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11245,103,125,35,"103-125-35","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11246,103,125,4,"103-125-4","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11247,103,125,37,"103-125-37","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11248,103,125,9,"103-125-9","101 (101)","01-DEM",0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11249,103,125,39,"103-125-39","101 (101)","01-DEM",1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11250,103,125,8,"103-125-8","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11251,103,126,39,"103-126-39","101 (101)","01-DEM",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11252,103,126,38,"103-126-38","101 (101)","01-DEM",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11253,103,126,29,"103-126-29","101 (101)","01-DEM",1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11254,103,126,19,"103-126-19","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11255,103,126,2,"103-126-2","101 (101)","01-DEM",1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11256,103,126,42,"103-126-42","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11257,103,126,41,"103-126-41","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11258,103,126,31,"103-126-31","101 (101)","01-DEM",0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
11259,103,126,20,"103-126-20","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11260,103,126,5,"103-126-5","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,
11261,103,126,36,"103-126-36","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11262,103,126,21,"103-126-21","101 (101)","01-DEM",0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11263,103,126,1,"103-126-1","101 (101)","01-DEM",1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11264,103,126,48,"103-126-48","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11265,103,126,22,"103-126-22","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11266,103,126,13,"103-126-13","101 (101)","01-DEM",1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11267,103,126,46,"103-126-46","101 (101)","01-DEM",0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11268,103,126,23,"103-126-23","101 (101)","01-DEM",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11269,103,126,12,"103-126-12","101 (101)","01-DEM",0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11270,103,126,40,"103-126-40","101 (101)","01-DEM",1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11271,103,126,24,"103-126-24","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11272,103,126,10,"103-126-10","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11273,103,126,44,"103-126-44","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11274,103,126,25,"103-126-25","101 (101)","01-DEM",1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11275,103,126,6,"103-126-6","101 (101)","01-DEM",1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,
11276,103,126,45,"103-126-45","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11277,103,126,26,"103-126-26","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11278,103,126,7,"103-126-7","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11279,103,126,47,"103-126-47","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11280,103,126,27,"103-126-27","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11281,103,126,11,"103-126-11","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11282,103,126,43,"103-126-43","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11283,103,126,28,"103-126-28","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11284,103,126,9,"103-126-9","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11285,103,126,49,"103-126-49","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11286,103,126,30,"103-126-30","101 (101)","01-DEM",1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11287,103,126,8,"103-126-8","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11288,103,126,32,"103-126-32","101 (101)","01-DEM",0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
11289,103,126,4,"103-126-4","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11290,103,126,33,"103-126-33","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11291,103,126,15,"103-126-15","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11292,103,126,34,"103-126-34","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11293,103,126,18,"103-126-18","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11294,103,126,35,"103-126-35","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11295,103,126,16,"103-126-16","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11296,103,126,37,"103-126-37","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
11297,103,126,14,"103-126-14","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11298,103,126,50,"103-126-50","101 (101)","01-DEM",0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11299,103,126,3,"103-126-3","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
11300,103,126,17,"103-126-17","101 (101)","01-DEM",1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
